section_id,course_id,term_id,section_number,capacity,instructor_name
1571,31,4,1,18,Michael Jones
1572,31,6,1,23,Sarah Williams
1573,32,2,1,33,Sarah Brown
1574,32,6,1,36,David Smith
1575,35,9,1,42,David Williams
1576,35,10,1,45,Emily Smith
1577,35,5,1,38,Sarah Smith
1578,37,7,1,17,John Smith
1579,37,3,1,15,Michael Smith
1580,39,8,1,15,David Garcia
1581,39,3,1,12,Michael Brown
1582,40,8,1,16,Sarah Garcia
1583,40,6,1,20,John Williams
1584,43,2,1,38,David Garcia
1585,43,1,1,40,Sarah Jones
1586,46,6,1,22,Michael Jones
1587,46,8,1,17,Michael Johnson
1588,46,9,1,19,Jane Brown
1589,47,5,1,150,Michael Brown
1590,47,1,1,147,David Johnson
1591,47,3,1,153,Michael Johnson
1592,50,3,1,146,John Smith
1593,50,10,1,148,David Johnson
1594,51,5,1,40,David Garcia
1595,51,6,1,37,Emily Williams
1596,51,3,1,42,Jane Williams
1597,62,9,1,39,John Brown
1598,62,3,1,45,Jane Brown
1599,62,5,1,43,Jane Smith
1600,64,5,1,56,Emily Johnson
1601,64,8,1,56,Emily Brown
1602,64,10,1,52,Emily Smith
1603,66,1,1,129,John Brown
1604,66,3,1,134,Jane Brown
1605,66,2,1,130,John Williams
1606,67,10,1,59,David Johnson
1607,67,4,1,54,Jane Smith
1608,69,9,1,133,Emily Smith
1609,69,8,1,131,Sarah Johnson
1610,70,6,1,103,Michael Brown
1611,70,9,1,95,Emily Brown
1612,70,1,1,98,Sarah Williams
1613,72,5,1,123,Michael Brown
1614,72,6,1,126,John Johnson
1615,73,7,1,100,Emily Brown
1616,73,8,1,104,Jane Jones
1617,73,5,1,107,John Johnson
1618,74,5,1,136,Michael Smith
1619,74,8,1,137,Sarah Smith
1620,76,7,1,123,Jane Jones
1621,76,5,1,124,Emily Jones
1622,79,4,1,137,Michael Jones
1623,79,3,1,138,John Williams
1624,81,8,1,28,John Smith
1625,81,9,1,27,Michael Williams
1626,81,10,1,35,Emily Brown
1627,87,5,1,46,Sarah Garcia
1628,87,7,1,54,Jane Smith
1629,88,5,1,49,David Garcia
1630,88,8,1,53,David Brown
1631,89,5,1,59,David Garcia
1632,89,8,1,63,John Williams
1633,89,2,1,56,David Smith
1634,91,6,1,50,Michael Johnson
1635,91,8,1,48,Michael Williams
1636,95,6,1,20,David Garcia
1637,95,1,1,17,David Johnson
1638,95,5,1,26,Jane Smith
1639,96,9,1,39,Emily Williams
1640,96,6,1,38,Emily Garcia
1641,97,2,1,55,John Johnson
1642,97,9,1,61,Michael Williams
1643,97,6,1,60,Sarah Williams
1644,98,2,1,41,David Johnson
1645,98,4,1,42,David Jones
1646,100,7,1,17,John Johnson
1647,100,8,1,16,Sarah Williams
1648,101,6,1,48,David Williams
1649,101,3,1,41,Emily Williams
1650,101,8,1,39,Emily Smith
1651,104,3,1,33,Michael Johnson
1652,104,10,1,33,Jane Smith
1653,105,2,1,21,Sarah Smith
1654,105,10,1,17,John Smith
1655,105,1,1,24,David Jones
1656,106,8,1,28,John Smith
1657,106,2,1,28,Emily Smith
1658,107,2,1,42,Jane Johnson
1659,107,4,1,43,Michael Smith
1660,109,3,1,31,Michael Williams
1661,109,5,1,24,David Garcia
1662,111,9,1,14,David Smith
1663,111,2,1,21,Jane Garcia
1664,117,5,1,36,John Garcia
1665,117,3,1,29,Jane Jones
1666,119,6,1,42,John Johnson
1667,119,3,1,37,Sarah Brown
1668,119,8,1,35,David Johnson
1669,120,2,1,40,John Jones
1670,120,6,1,35,Sarah Williams
1671,120,10,1,37,David Garcia
1672,121,2,1,39,John Brown
1673,121,6,1,36,Sarah Jones
1674,124,8,1,23,Sarah Johnson
1675,124,4,1,20,Sarah Garcia
1676,124,7,1,24,Jane Smith
1677,125,2,1,35,Emily Garcia
1678,125,7,1,28,John Johnson
1679,125,8,1,33,Sarah Garcia
1680,127,3,1,21,Jane Williams
1681,127,2,1,19,David Brown
1682,133,4,1,41,Michael Garcia
1683,133,7,1,43,David Williams
1684,137,6,1,32,David Williams
1685,137,8,1,27,Sarah Smith
1686,137,7,1,26,Michael Brown
1687,138,4,1,34,Emily Smith
1688,138,3,1,34,Sarah Garcia
1689,138,1,1,33,Jane Brown
1690,140,3,1,43,Emily Jones
1691,140,5,1,49,Sarah Johnson
1692,140,2,1,46,Emily Brown
1693,141,9,1,27,David Smith
1694,141,5,1,19,Sarah Smith
1695,141,6,1,25,Sarah Williams
1696,144,8,1,35,Jane Jones
1697,144,10,1,45,Michael Garcia
1698,144,1,1,37,Sarah Brown
1699,146,5,1,24,John Jones
1700,146,7,1,27,Sarah Garcia
1701,147,8,1,40,John Brown
1702,147,9,1,36,Sarah Jones
1703,147,3,1,38,David Garcia
1704,150,5,1,50,David Smith
1705,150,6,1,52,Michael Williams
1706,150,1,1,59,John Garcia
1707,152,7,1,23,Michael Brown
1708,152,2,1,23,John Garcia
1709,152,10,1,21,Jane Johnson
1710,156,10,1,26,John Williams
1711,156,2,1,24,John Jones
1712,156,9,1,27,John Brown
1713,159,10,1,27,John Garcia
1714,159,9,1,30,David Smith
1715,159,7,1,28,Sarah Jones
1716,161,6,1,53,Emily Garcia
1717,161,2,1,55,Michael Brown
1718,161,8,1,60,Emily Williams
1719,162,10,1,42,Sarah Johnson
1720,162,5,1,44,Emily Smith
1721,167,5,1,44,Michael Jones
1722,167,10,1,50,Jane Jones
1723,168,10,1,43,Michael Williams
1724,168,2,1,35,David Jones
1725,169,7,1,36,Emily Williams
1726,169,4,1,43,Michael Brown
1727,169,6,1,45,David Williams
1728,171,7,1,59,David Jones
1729,171,10,1,62,Emily Jones
1730,178,1,1,147,David Brown
1731,178,9,1,148,Emily Garcia
1732,181,5,1,42,Emily Garcia
1733,181,9,1,33,David Johnson
1734,181,7,1,38,Sarah Johnson
1735,182,3,1,24,Sarah Williams
1736,182,5,1,19,Emily Johnson
1737,186,5,1,30,Emily Jones
1738,186,10,1,29,Sarah Johnson
1739,186,3,1,27,Jane Johnson
1740,187,4,1,32,Sarah Jones
1741,187,5,1,31,Sarah Garcia
1742,191,4,1,56,Jane Smith
1743,191,3,1,56,Michael Garcia
1744,194,1,1,17,John Smith
1745,194,8,1,22,David Williams
1746,200,7,1,54,Emily Smith
1747,200,6,1,50,Emily Johnson
